npaid	compound_name	formula	origin_type	origin_genus	origin_species	original_reference_doi
NPA016080	GE2270 B2	C55H53N15O9S6	Bacterium	Planobispora	rosea	10.1002/rcm.1290090817
NPA016081	2-methyl-5-nitrobenzyl chloride	C8H8ClNO2	Fungus	Unknown-fungus	sp. b60	10.1080/10286020600979753
NPA016082	Cucumin F	C15H22O2	Fungus	Macrocystidia	cucumis	"10.1002/(sici)1099-0690(199801)1998:1<73::aid-ejoc73>3.3.co;2-6"
NPA016083	Lyngbyazothrin A	C62H96N12O19	Bacterium	Lyngbya	sp.	10.1021/np8007792
NPA016084	Variegatic acid	C18H12O9	Fungus	Suillus	(boletus) variegatus	10.1039/c1967000373b
NPA016085	Streptcytosine A	C30H42N6O9	Bacterium	Streptomyces	sp. TPU1236A	10.3390/md12126102
NPA016086	6'-O-desmethyl ES-242-4	C31H32O10	Fungus	Cordyceps	sp. BCC 16173	10.1021/np070357h
NPA016087	Helvolic acid methyl ester	C34H46O8	Fungus	Fusarium	sp.	10.1080/14786419.2016.1190722
NPA016088	Marinomycin C	C58H76O14	Bacterium	Marinispora	sp.	10.1021/ja0558948
NPA016089	LL-Z 1272 ε	C23H32O4	Fungus	Ascochyta	viciae	10.7164/antibiotics.25.315
NPA016090	P-Hydroxyphenyl-acetamide	C8H9NO2	Fungus	Unknown-fungus	sp.	10.1021/np020019a
NPA016091	9-Oxoepothilone D	C27H39NO6S	Bacterium	Myxococcus	xanthus	10.1038/ja.2005.20
NPA016092	Aspergiolide D	C30H18O10	Fungus	Aspergillus	glaucus	10.1002/chem.201001547
NPA016093	Brasilamide K	C15H21NO4	Fungus	Paraconiothyrium	brasiliense	10.3390/molecules200814611
NPA016094	Conioxepinol A	C16H14O7	Fungus	Coniochaeta	sp.	10.1021/np100071z
NPA016095	Streptindole	C20H18N2O2	Bacterium	Streptococcus	faecium IB 37	10.1016/s0040-4039(00)86237-1
NPA016096	Trichovirin II 2c	C80H140N20O21	Fungus	Trichoderma	viride	"10.1002/(sici)1099-1387(199908)5:8<341::aid-psc204>3.0.co;2-0"
NPA016097	Penicyclone C	C13H20O6	Fungus	Penicillium	sp. F23-2	10.1021/acs.jnatprod.5b00655
NPA016098	Penicyclone E	C14H18O5	Fungus	Penicillium	sp. F23-2	10.1021/acs.jnatprod.5b00655
NPA016099	Endophenazine C	C25H28N2O7	Bacterium	Kitasatospora	sp. MBT66	10.1038/ja.2015.14
NPA016100	Officimalonic acid D	C35H52O9	Fungus	Fomes	officinalis	10.1016/j.phytochem.2016.05.004
NPA016101	Sodagnitin F	C30H42O7	Fungus	Cortinarius	sodagnitus	"10.1002/(sici)1099-0690(199901)1999:1<255::aid-ejoc255>3.0.co;2-6"
NPA016102	Beta-O-Methyldihydrobotrydialone	C18H28O6	Fungus	Botrytis	cinerea	10.1016/0031-9422(94)00690-u
NPA016103	Decarestrictine B	C10H14O5	Fungus	Penicillium	sp.	10.1371/journal.pone.0177093
NPA016104	7,10-Dihydroxydeacetyldihydrobotrydial-1	C15H24O4	Fungus	Geniculosporium	sp.	10.1021/np0498206
NPA016105	Paecilomycin A	C19H24O8	Fungus	Paecilomyces	sp. SC0924	10.1021/np900853n
NPA016106	Euparvic acid	C14H16O6	Fungus	Eupenicillium	parvum	10.1021/np8003497
NPA016107	Catacerebroside A	C49H91NO9	Fungus	Catathelasma	ventricosa	10.1021/np030153a
NPA016108	Obyanamide	C30H41N5O6S	Bacterium	Lyngbya	confervoides	10.1021/np0102253
NPA016109	Minioluteumide D	C22H33NO6	Fungus	Talaromyces	minioluteus	10.3390/md13063567
NPA016110	N-<(-)-jasmonoyl-(S)>-isoleucine	C18H29NO4	Fungus	Fusarium	oxysporum	10.1016/s0031-9422(98)00596-2
NPA016111	3-(2'-Hydroxy-3'-oxo-4'-methylhexyl)-indole	C15H19NO2	Bacterium	Xenorhabdus	bovienii A2	10.1021/np50121a016
NPA016112	8'-Phosphoamicoumacin B	C20H29N2O11P	Bacterium	Bacillus	pumilus	10.1038/ja.2007.99
NPA016113	Omphalotin B	C74H123N13O18	Fungus	Omphalotus	olearius	10.1016/s0040-4020(98)00209-9
NPA016114	3S*,4R*-dihydroxy-4-(4′-methoxyphenyl)-3,4-dihydro-2(1H)-quinolinone	C16H15NO4	Fungus	Penicillium	janczewskii	10.1021/np058018g
NPA016115	Himastatin	C72H104N14O20	Bacterium	Streptomyces	hygroscopicus	10.7164/antibiotics.49.299
NPA016116	3β,7β,15β-trihydroxy-11, 23-dioxo-lanost-8,16-dien-26-oic acid	C30H44O7	Fungus	Ganoderma	tropicum	10.1080/10286020.2013.764869
NPA016117	Adecypenol	C12H16N4O4	Bacterium	Streptomyces	sp.  OM-3223	10.7164/antibiotics.39.309
NPA016118	Platensimycin A4 methyl ester	C25H29NO8	Bacterium	Streptomyces	platensis	10.1021/np100635f
NPA016119	9-deacetylfumigaclavine C	C21H28N2O	Fungus	Aspergillus	fumigatus	10.1021/np800700e
NPA016120	Tolyporphin B	C38H44N4O9	Bacterium	Tolypothrix	nodosa	10.1016/0040-4020(95)00615-f
NPA016121	Hydroxyketone 12	C17H25NO2S	Bacterium	Myxococcus	xanthus	10.1021/np030218+
NPA016122	WSS2221	C26H40N4O5	Bacterium	Nonomuraea	sp. TA-0426	10.1016/j.bmcl.2008.10.104
NPA016123	Chaxalactin C	C29H42O5	Bacterium	Streptomyces	sp. strain C34	10.1021/np200470u
NPA016124	Quadrilineatin	C10H10O4	Fungus	Aspergillus	silvaticus	10.1248/cpb.36.398
NPA016125	Microginin 91-D	C37H60ClN5O8	Bacterium	Cyanobacterium	sp.	10.1016/s0040-4020(00)00770-5
NPA016126	Cytosporone P	C15H20O6	Fungus	Cytospora	sp.	10.1016/j.tetlet.2010.01.110
NPA016127	Stoloniferone R	C30H48O6	Fungus	Clavularia	viridis	10.1016/j.steroids.2008.01.007
NPA016128	15α-acetoxylhydroxytrametenolic acid	C32H50O5	Fungus	Laetiporus	sulphureus var. miniatus	10.1080/10286020.2015.1027694
NPA016129	Chromomycin A3	C57H82O26	Bacterium	Streptomyces	griseus	10.1016/s0040-4039(01)99663-7
NPA016130	11-Hydroxy-4-methyl-2,4,6-dodecatrienoic acid	C13H20O3	Fungus	Mucor	sp KL 94-42	10.1016/0031-9422(96)00365-2
NPA016131	Dihydromelleolide	C23H30O6	Fungus	Armillaria	sp.	10.1016/0021-9673(95)00514-5
NPA016132	1'-β-xylosyl-3,2'-dihydroxy-β,ψ-caroten-4-one	C45H62O8	Bacterium	Hymenobacter	sp.	10.1016/j.tetlet.2009.03.117
NPA016133	SW-163E	C54H64N10O14S2	Bacterium	Streptomyces	sp SNA15896	10.7164/antibiotics.54.615
NPA016134	Enokipodin H	C15H24O3	Fungus	Flammulina	velutipes	10.1016/j.foodchem.2011.11.117
NPA016135	JBIR-20	C26H48NO8P	Fungus	Metarhizium	sp. fE61	10.1038/ja.2009.5
NPA016136	Cyclodysidin B	C46H73N11O15	Bacterium	Streptomyces	sp. strain RV15	10.1016/j.tetlet.2011.10.051
NPA016137	Atroviridin A	C92H151N23O24	Fungus	Trichoderma	atroviride	10.1016/s0040-4039(99)02000-6
NPA016138	Naphthomycin F	C46H56N2O12S	Fungus	Agaricus	urinascens	10.1002/hlca.19860690610
NPA016139	Trichorzin HA-5	C81H142N20O21	Fungus	Trichoderma	harzianum	10.7164/antibiotics.48.1248
NPA016140	Monacolin L	C19H28O3	Fungus	Monascus	ruber	10.7164/antibiotics.38.420
NPA016141	Isopterocarpolone	C15H24O2	Bacterium	Streptomyces	sp. RM-14-6	10.1080/14786419.2013.855932
NPA016142	Lecanorin F	C16H16O5	Fungus	Setophoma	sp.	10.1016/j.phytochem.2014.12.020
NPA016143	Taveuniamide C	C19H25Cl4NO3	Bacterium	Lyngbya	majuscula	10.1016/j.tet.2004.02.076
NPA016144	O-Ethylfusarubin	C17H18O7	Fungus	Fusarium	solani	10.7164/antibiotics.32.685
NPA016145	Not named	C16H18O4	Fungus	Cordyceps	pseudomilitaris BCC 1620	10.7164/antibiotics.54.29
NPA016146	Dysidphenol C	C23H34O4	Bacterium	Escherichia	coli	10.1248/cpb.c16-00183
NPA016147	Lysergene	C16H16N2	Fungus	Claviceps	ergot fungus	10.1080/00021369.1961.10857851
NPA016148	Aflastatin B	C61H113NO24	Bacterium	Streptomyces	sp. (MRI142)	10.7164/antibiotics.51.1019
NPA016149	Melithiazol D	C20H28N2O4S2	Bacterium	Archangium	gephyra AR 7747	10.7164/antibiotics.52.721
NPA016150	1(10),4-germacradiene-2,6,12-triol	C15H26O3	Fungus	Resupinatus	leightonii	10.1021/np0002031
NPA016151	Rancinamycin Ib	C11H16O6	Bacterium	Streptomyces	lincolnensis	10.7164/antibiotics.29.787
NPA016152	TMC-151E	C43H76O16	Fungus	Gliocladium	catenulatum	10.1016/s0040-4020(99)00408-1
NPA016153	Polyozellin	C22H14O10	Fungus	Polyozellus	multiplex	10.7164/antibiotics.50.773
NPA016154	8-methoxynaphthalene-1,7-diol	C11H10O3	Fungus	Hypoxylon	investiens BCRC 10F0115	10.1002/cbdv.201300364
NPA016155	Ustilipid E3	C34H60O13	Fungus	Geotrichum	candidum ST 002515	10.7164/antibiotics.56.91
NPA016156	Not named	C37H56O9	Bacterium	Streptomyces	microflavus	10.1016/j.bmcl.2013.08.002
NPA016157	Boydine C	C31H38N2O8S2	Fungus	Pseudallescheria	boydii	10.1039/c4ob01494d
NPA016158	Actinomycin Z4	C62H84N12O17	Bacterium	Streptomyces	fradiae	10.1021/np990416u
NPA016159	Echinocidin A	C15H24O2	Fungus	Echinodontium	tsugicola	10.1515/znb-2004-0810
NPA016160	Phomaligin A	C16H25NO5	Fungus	Phoma	lingam	10.1016/0031-9422(94)00759-m
NPA016161	methyl-2-(2'-hydroxyphenyl)-2-oxazoline-	C11H11NO4	Bacterium	Actinomadura	sp.	10.7164/antibiotics.50.881
NPA016162	Fumonisin FP3	C39H62NO15+	Fungus	Fusarium	moniliforme (M-2285)	10.1021/np960349t
NPA016163	Tricycloalternarene E	C21H32O5	Fungus	Alternaria	alternata Ly83	10.1002/hlca.200890172
NPA016164	Actinomiaolone	C37H72O2	Bacterium	Actinomadura	miaoliensis BCRC 16873	10.1007/s10600-013-0567-3
NPA016165	10-Methyldodecan-5-olide	C13H24O2	Bacterium	Streptomyces	sp. strain GWS-BW-H5	10.1002/cbdv.200590062
NPA016166	Sorbicillamine E	C42H49NO12	Fungus	Penicillium	sp. F23-2	10.1021/np4006647
NPA016167	Cyclo-(L-Tyrosyl-cis-4-hydroxy-D-proline	C14H16N2O4	Bacterium	Ruegeria	sp. strain SDC-1	10.1007/s10126-003-0018-4
NPA016168	Striatoid E	C27H38O8	Fungus	Cyathus	striatus	10.1021/np501030r
NPA016169	(7E)-7-ethyl-4,10-dihydroxy-7-undecene-3,6-dione	C13H22O4	Bacterium	Streptomyces	sp. CS	10.1002/hlca.200890075
NPA016170	Trichorzin HA-3	C80H140N20O21	Fungus	Trichoderma	harzianum	10.7164/antibiotics.48.1248
NPA016172	ethyl asterrate	C19H20O8	Fungus	Geomyces	sp.	10.1021/np8003003
NPA016173	Fusaruside	C43H77NO9	Fungus	Fusarium	sp. IFB-121	10.1007/s11745-004-1280-9
NPA016174	12-carbamoylstreptothricin E acid	C25H48N10O10	Bacterium	Streptomyces	qinlingensis	10.1038/ja.2009.16
NPA016175	Variapeptin	C46H72N8O13	Bacterium	Streptomyces	variabilis	10.7164/antibiotics.43.477
NPA016176	Polyoxypeptin	C45H76N8O15	Bacterium	Streptomyces	sp.	10.1016/s0040-4039(98)00031-8
NPA016177	Aurantricholide A	C17H10O5	Fungus	Tricholoma	aurantium	"10.1002/(sici)1099-0690(200002)2000:4<603::aid-ejoc603>3.0.co;2-5"
NPA016178	3-Methoxy-5-methylbenyene-1,2-diol	C8H10O3	Fungus	Mycena	alcalina	10.1021/np0603368
NPA016179	6-methylcurvulinic acid	C11H12O5	Fungus	Penicillium	citrinum	10.1021/np4001366
NPA016180	Carbamidocyclophane E	C38H58N2O8	Bacterium	Nostoc	sp. CAVN 10	10.1021/np060324m
NPA016181	Ramariolide D	C16H24O3	Fungus	Ramaria	cystidiophora	10.1021/np3006277
NPA016182	Destruxin Ed1	C30H51N5O9	Fungus	Metarhizium	anisopliae	10.1016/s0031-9422(98)00337-9
NPA016183	Anti-12-hydroxypretenellin A	C21H25NO5	Fungus	Beauveria	bassiana CBS110.25	10.1021/ja204200x
NPA016184	Guignardin B	C20H14O5	Fungus	Guignardia	sp. KcF8	10.1016/j.tet.2014.06.041
NPA016185	Maculalactone M	C34H28O5	Bacterium	Kyrtuthrix	maculans	10.1016/s0031-9422(02)00138-3
NPA016186	Manumycin B	C28H34N2O7	Bacterium	Streptomyces	parvulus strain T√º 64	10.1021/jo00076a015
NPA016187	Ampelomin A	C7H10O2	Fungus	Ampelomyces	sp.	10.1021/np800667e
NPA016188	3-chloroanisylalcohol	C8H9ClO2	Fungus	Bjerkandera	adusta	10.5281/zenodo.3541190
NPA016189	Microcystin-HilR	C50H76N10O12	Bacterium	Microcystis	sp.	10.1021/jo00117a017
NPA016190	Anthcolorin D	C33H47NO3	Fungus	Aspergillus	versicolor	10.1016/j.tet.2013.04.011
NPA016191	Jiangrine F	C10H9N3O	Bacterium	Jiangella	gansuensis	10.1021/np500402a
NPA016192	(1S)-7-[(2E)-but-2-enoyl]-1,3,3,6-tetramethyl-2,3-dihydro-1H-indene-1-carbaldehyde	C18H22O2	Fungus	Hypoxylon	rickii	10.1016/j.phytochem.2015.06.002
NPA016193	Brevicompanine F	C26H35N3O3	Fungus	Penicillium	sp.	10.1248/cpb.57.873
NPA016194	Heliconol B	C16H30O6	Fungus	Helicodendron	giganteum	10.1021/ol060916w
NPA016195	Huptremule B	C30H38N2O5	Fungus	Ceriporia	lacerate HS-ZJUT-C13A	10.1021/np500412f
NPA016196	T1801 B	C9H10O2S3	Bacterium	Pseudomonas	sp. SC-1801	10.1271/bbb.56.1439
NPA016197	Ustusolate C	C23H32O6	Fungus	Aspergillus	ustus 094102	10.1021/np900268z
NPA016198	Disorazole-G1	C43H54N2O10	Bacterium	Sorangium	cellulosum, strain So ce12	10.1002/jlac.199419940802
NPA016199	Nodulisporic acid C1	C43H57NO6	Fungus	Nodulisporium	sp. MF5954	10.1021/np020339u
NPA016200	Aqabamycin G	C18H11N3O5	Bacterium	Vibrio	sp.	10.1038/ja.2010.34
NPA016201	AKD-2D	C24H48O4	Bacterium	Streptomyces	sp. OCU-42815	10.7164/antibiotics.48.363
NPA016202	Griseusin F	C23H24O10	Bacterium	Nocardiopsis	sp. YIM DT266	10.1021/np3004936
NPA016203	3-(2'-acetoxy-3'-oxo-4’-methylhexyl)-indole	C17H21NO3	Bacterium	Xenorhabdus	bovienii A2	10.1021/np50121a016
NPA016204	Scytonemin A	C71H106N12O21	Bacterium	Scytonema	sp strain U-3-3	10.1021/jo00241a033
NPA016205	Rubrumline E	C25H31N3O4	Fungus	Eurotium	rubrum	10.1016/j.ejmech.2015.02.006
NPA016206	Quartromicin A2	C77H104O30	Bacterium	Amycolatopsis	orientalis Q427-8 ATCC 53884	10.7164/antibiotics.45.180
NPA016207	8'-hydroxyzearalanone	C18H24O6	Fungus	Penicillium	sp.	10.1248/cpb.56.1355
NPA016208	(3S)-3,4-dihydro-5-(3-hydroxy-5-methylphenoxy)-2,2,7-trimethyl-2H-chromen-3-ol	C19H22O4	Fungus	Aspergillus	versicolor Hmp-48	10.1002/cbdv.201300115
NPA016209	(1R,2S,3R,4S,5S)-2,3-epoxy-5-methylcyclohexane-1,4-diol	C7H12O3	Fungus	Penicillium	sp. I09F 484	10.1021/np4000944
NPA016210	Limazepine C	C15H16N2O3	Bacterium	Micrococcus	sp ICBB 8177	10.1021/np800827w
NPA016211	Fumiquinazoline M	C38H35N5O9	Fungus	Aspergillus	sp.	10.1002/ejoc.201201220
NPA016212	Decarestrictine M	C10H16O5	Fungus	Penicillium	sp.	10.7164/antibiotics.45.1176
NPA016213	RK-1409B	C27H23N3O4	Bacterium	Streptomyces	platensis subsp. malvinus RK-1409	10.7164/antibiotics.45.1428
NPA016214	Hesseltin E	C25H32O4	Fungus	Penicillium	sp. IBT12396	10.1016/j.tetlet.2010.11.140
NPA016215	Infectopyrone B	C15H18O6	Fungus	Stemphylium	sp. 33231	10.1038/ja.2014.6
NPA016216	Inubosin A	C14H11NO2	Bacterium	Streptomyces	sp. IFM 11440	10.1021/np5006218
NPA016217	Salivaricin P	C85H129N29O24S	Bacterium	Lactobacillus	salivarius	10.1128/aem.00666-06
NPA016218	Not named	C12H14N4O7	Fungus	Eremothecium	ashbyii	10.1021/ja01486a049
NPA016219	Phenylacetyl 6-deoxy-α-L-talopyranoside	C14H18O6	Bacterium	Streptomyces	sp. strain G√∂M1	10.1002/ejoc.200600221
NPA016220	W-Cycloheptyl-a-hydroxytridecanoic acid	C20H38O3	Bacterium	Alicyclobacillus	cycloheptanicus	10.1021/np50118a019
NPA016221	Cephaibol C	C81H125N17O20	Fungus	Acremonium	tubakii	10.7164/antibiotics.54.220
NPA016222	Arsindoline A	C26H19N3	Bacterium	Aeromonas	aeromonas sp. CB101	10.1002/hlca.200900360
NPA016223	Pedein A	C43H53ClN8O13	Bacterium	Chondromyces	pediculatus	10.1038/ja.2008.104
NPA016224	Chlorocylindrocarpol	C23H33ClO5	Fungus	Acremonium	sp. (J05B-1-F-3)	10.1021/np8006793
NPA016225	Atranone F	C24H32O7	Fungus	Stachybotrys	chartarum	10.1016/s0031-9422(00)00231-4
NPA016226	Glomerella cingulata peptide	C64H80N14O16	Fungus	Glomerella	cingulata	10.1016/s0378-1097(02)00509-8
NPA016227	Gymnopeptide A	C84H150N18O19	Fungus	Gymnopus	fusipes	10.1021/acs.orglett.6b01158
NPA016228	Communiol E	C11H20O3	Fungus	Podospora	communis	10.1021/np049592f
NPA016229	Gabosine E	C7H10O5	Fungus	Unknown-fungus	sp.	10.1002/jlac.199319930143
NPA016230	Marinomycin B	C58H76O14	Bacterium	Marinispora	sp.	10.1021/ja0558948
NPA016231	Nidulal	C15H16O5	Fungus	Nidula	candida	10.7164/antibiotics.49.1189
NPA016232	Panglimycin B	C19H20O7	Bacterium	Streptomyces	sp. strain ICBB8230	10.1021/np0704102
NPA016233	15G256ν	C18H24O9	Fungus	Hypoxylon	oceanicum LL-15G256	10.1016/s0040-4020(02)00746-9
NPA016234	2,6-Diethyl-3,5-dimethylpyrazine	C10H16N2	Bacterium	Flavobacterium	aRK10267	10.1002/cbdv.200590014
NPA016235	Phosmidosine B	C15H22N7O8P	Bacterium	Streptomyces	sp. strain RK-16	10.7164/antibiotics.49.361
NPA016236	Chondrosterin D	C15H18O3	Fungus	Chondrostereum	sp.	10.3390/md10030627
NPA016237	Vibralactone F	C12H18O4	Fungus	Boreostereum	vibrans	10.1248/cpb.58.113
NPA016238	Murayaquinone	C19H16O5	Bacterium	Streptomyces	metabolite	10.1016/s0040-4039(00)83962-3
NPA016239	Dehydrosinefungin V	C20H30N8O6	Bacterium	Streptomyces	sp. K05-0178	10.1038/ja.2010.102
NPA016240	Butirosin B	C21H41N5O12	Bacterium	Bacillus	circulans	10.1128/aac.2.2.84
NPA016241	Clearanol A	C11H14O5	Fungus	Entrophospora	sp.	10.1016/j.tetlet.2012.05.156
NPA016242	Homohop-6-en-31-ol	C31H52O	Bacterium	Burkholderia	cepacia	10.1016/s0378-1097(00)00006-9
NPA016243	Bauerine C	C12H8Cl2N2O	Bacterium	Dichothrix	baueriana GO- 25-2	10.1021/np50105a018
NPA016244	9-deoxycurtisin	C15H10N2O3S	Fungus	Boletus	curtisii	10.1002/ejoc.200400519
NPA016245	Preussochromone A	C15H14O7S	Fungus	Preussia	africana	10.1021/np2009362
NPA016246	Cyclo-(isoleucyl-prolyl-leucyl-alanyl)	C20H34N4O4	Bacterium	Pseudoalteromonas	sp.	10.1016/j.tet.2008.01.089
NPA016247	4,6-dihydroxy-7-hydroxymethyl-3-methylcoumarin	C11H10O5	Fungus	Pestalotiopsis	acaciae	10.1016/j.tetlet.2013.08.054
NPA016248	Luteoreticulin	C19H19NO5	Bacterium	Streptomyces	luteoreticuli	10.1016/s0040-4039(01)87690-5
NPA016249	Fellutanine B	C27H28N4O2	Fungus	Penicillium	fellutanum	10.1021/np9903853
NPA016250	Apicidin D2	C34H51N5O6	Fungus	Fusarium	sp.	10.1021/jo016088w
NPA016251	Plusbacin A2	C49H81N11O20	Bacterium	Pseudomonas	sp.	10.7164/antibiotics.45.824
NPA016252	Vibralactone E	C12H18O4	Fungus	Boreostereum	vibrans	10.1248/cpb.58.113
NPA016253	Thiobutacin	C11H13NO3S	Bacterium	Lechevalieria	aerocolonigenes	10.1021/np049786v
NPA016254	Chaetophenol C	C19H22O6	Fungus	Chaetomium	indicum	10.1021/ol401386w
NPA016255	Langkocycline B1	C53H61NO18	Bacterium	Streptomyces	sp. Acta 3034	10.1038/ja.2013.53
NPA016256	Microsphaerophthalide F	C13H16O6	Fungus	Microsphaeropsis	arundinis PSU-G18	10.1016/j.tet.2012.09.043
NPA016257	Dasyscyphin A	C22H36O4	Fungus	Dasyscyphus	niveus	10.1016/j.tet.2005.11.041
NPA016258	2-amino-N-2'-(phenylacetyl)propanimide	C11H14N2O2	Bacterium	Streptomyces	sp. H7667	10.1021/np900163f
NPA016259	Photinide D	C15H14O6	Fungus	Pestalotiopsis	photiniae	10.1021/np900084d
NPA016260	(3aR,8aS)-1-acetyl-1,2,3,3a,8,8ahexahydropyrrolo[2,3-b]indol-3a-ol	C12H14N2O2	Bacterium	Streptomyces	staurosporeus	10.1021/np960566u
NPA016261	Circulocin alpha	C47H79N9O10	Bacterium	Bacillus	circulans	10.1016/s0040-4020(00)01135-2
NPA016262	Benzastatin E	C19H28N2O3	Bacterium	Streptomyces	nitrosporeus	10.1016/s0040-4020(97)00157-9
NPA016263	Atranone A	C24H32O6	Fungus	Stachybotrys	atra	10.1016/s0040-4039(99)00350-0
NPA016264	Rubrofusarin-6-O-α-D-ribofuranoside	C20H20O9	Fungus	Aspergillus	niger	10.1002/cbdv.201300042
NPA016265	Podosporin A	C27H36O5	Fungus	Podospora	decipiens (Wint.) Niessl	10.1021/jo00254a028
NPA016266	3-isobutyl-4-[4-(3-methyl-2-butenyloxy)phenyl]furan-2,5-dione	C19H22O4	Fungus	Antrodia	camphorata	10.1021/np030293k
NPA016267	Terpendole E	C28H39NO3	Fungus	Albophoma	yamanashiensis	10.7164/antibiotics.48.793
NPA016268	Pinthunamide	C15H19NO4	Fungus	Ampulliferina	sp.	10.1016/s0040-4039(00)72732-8
NPA016269	N-prenyl-cyclo-L-tryptophyl-L-proline	C21H25N3O2	Fungus	Aspergillus	fumigatus	10.1016/j.tet.2008.06.013
NPA016270	E-492	C22H34O6	Bacterium	Streptomyces	sp. Eco86	10.1038/ja.2006.24
NPA016271	Octadecene	C18H36	Fungus	Aspergillus	ustus	10.1007/s10600-011-0066-3
NPA016272	3-hydroxy-2,4-dimethylheptacosyl acetate	C31H62O3	Fungus	Rhizopogon	luteolus Fr.	10.1080/14786419.2016.1160237
NPA016273	Hexagonin D	C31H44O5	Fungus	Hexagonia	apiaria	10.1021/acs.jnatprod.5b00449
NPA016274	Botryosphaerilactone B	C14H22O5	Fungus	Botryosphaeria	rhodina PSU-M35	10.1016/j.tet.2009.10.084
NPA016275	Molybdopterin compound Z	C10H10N5O7P	Bacterium	Escherichia	coli	10.1074/jbc.270.3.1082
NPA016276	Hydroxymycotrienin A	C35H46N2O8	Bacterium	Bacillus	sp. BMJ958-62F4	10.7164/antibiotics.49.425
NPA016277	Kororamide	C45H64N10O10S2	Bacterium	Lyngbya	majuscula	10.1021/np990353f
NPA016278	Dihydromonacolin-MV	C24H38O5	Fungus	Monascus	purpureus	10.1007/s00253-006-0578-0
NPA016279	Phomopsichalasin F	C28H37NO3	Fungus	Phomopsis	sp. xy21	10.1016/j.phytol.2016.07.027
NPA016280	Monodictyphenone	C15H12O6	Fungus	Monodictys	putredinis	10.1021/np060505o
NPA016281	SC-30532	C34H30O12	Fungus	Spicaria	divaricata NRRL 5771	10.7164/antibiotics.30.670
NPA016282	Dendrodolide F	C12H18O4	Fungus	Dendrodochium	sp.	10.1021/jo400861j
NPA016283	Prugosene B2	C29H40O6	Fungus	Penicillium	rugulosum	10.1016/j.tet.2007.09.025
NPA016284	Carbamoylstreptothricin F	C19H34N8O8	Bacterium	Streptomyces	qinlingensis	10.1038/ja.2008.93
NPA016286	2,4,6,8-tetramethyl-3,4-dihydroxydec-8(9)-enolide	C14H24O4	Fungus	Botrytis	cinerea	10.1021/jo051993s
NPA016287	Bequinostatin B	C27H24O7	Bacterium	Streptomyces	sp. MI384-DF12	10.7164/antibiotics.46.914
NPA016288	Humicolone	C12H12O4	Fungus	Humicola	grisea	10.1016/s0040-4020(02)01222-x
NPA016289	Variecoacetal B	C28H44O3	Fungus	Emericella	aurantio IFM42008	10.1248/cpb.48.1436
NPA016290	O-methylsilvaticol	C11H12O4	Fungus	Aspergillus	silvaticus	10.1248/cpb.32.2622
NPA016291	Diaportheone B	C12H12O4	Fungus	Diaporthe	sp. P133	10.1007/s11418-011-0518-x
NPA016292	Rostratin C	C20H24N2O8S2	Fungus	Exserohilum	rostratum	10.1021/np049920b
NPA016293	3-methoxyviolaceol-II	C15H16O5	Fungus	Aspergillus	versicolor 125a	10.1002/cbdv.201400146
NPA016294	9-oxostrobilurin I	C21H26O7	Fungus	Favolaschia	calocera	10.1016/j.phytochem.2016.10.001
NPA016295	8-methoxy-1,3,4-trihydroxy-5-(1',3',4'-trihydroxybutan-2-yl)xanthone	C18H18O9	Fungus	Phomopsis	amygdali	10.1007/s10600-015-1314-8
NPA016296	Apoptolidin B	C58H96O20	Bacterium	Nocardiopsis	sp.	10.1021/ol051074o
NPA016297	Palauimide	C25H36N2O4	Bacterium	Cyanobacterium	sp.	10.1016/s0040-4020(02)00895-5
NPA016298	Ganoboninone B	C30H40O8	Fungus	Ganoderma	boninense	10.1016/j.tet.2015.02.002
NPA016299	Hypelcin B-III	C90H154N22O25	Fungus	Hypocrea	peltata	10.1248/cpb.42.1063
NPA016300	Pentenocin B	C7H10O4	Fungus	Trichoderma	hamatum FO-6903	10.7164/antibiotics.52.754
NPA016301	Fusarisetin A	C22H31NO5	Fungus	Fusarium	sp. FN080326	10.1021/ja1110688
NPA016302	Carbazomycin C	C16H17NO3	Bacterium	Streptoverticillium	ehimense	10.7164/antibiotics.40.157
NPA016303	N-methylfluvirucin A1	C24H46N2O5	Bacterium	Nonomuraea	turkmeniaca MA7364	10.1021/np070131e
NPA016304	Ustusolate B	C25H34O6	Fungus	Aspergillus	ustus 094102	10.1021/np900268z
NPA016305	Isoeudistomine U	C19H15N3	Fungus	Unknown-fungus	sp.	10.1021/np50124a030
NPA016306	β1-Rhodomycinon	C19H16O7	Bacterium	Streptomyces	purpurascens	10.1002/cber.19650981203
NPA016307	Exserolide F	C16H20O6	Fungus	Exserohilum	sp.	10.1016/j.fitote.2014.04.013
NPA016308	Phyllostictine A	C17H27NO5	Fungus	Phyllosticta	cirsii	10.1016/j.tet.2007.12.010
NPA016309	Erythromycin analogue	C41H71NO12	Bacterium	Saccharopolyspora	erythraea	10.7164/antibiotics.51.1029
NPA016310	Anteaglonialide A	C20H20O6	Fungus	Anteaglonium	sp. FL0768	10.1021/acs.jnatprod.5b00717
NPA016311	L-692289	C50H80N8O15	Fungus	Zalerion	arboricola	10.7164/antibiotics.45.1886
NPA016312	Penicitrinol I	C15H20O4	Fungus	Penicillium	citrinum	10.3987/COM-11-12234
NPA016313	Dermocanarin 10	C33H28O10	Fungus	Dermocybe	sp.	10.1071/ch99078
